example_english,example_korean
We experiment with water to learn science.,우리는 물로 과학을 배우기 위해 실험해봐요.
I face my fears every day.,나는 매일 내 두려움에 직면해요.
She washes her face every morning.,그녀가 매일 아침 얼굴을 씻어요.
The water level had a fall today.,오늘 물 높이가 하락했어요.
A kite may fall when the wind is low.,연은 바람이 약할 때 하락해요.
The fat pig rolls in mud.,살찐 돼지가 진흙 속을 구르고 있어요.
Butter has a lot of fat. 	 It is in my sandwich.,버터에는 지방이 많이 있어요. 	 내 샌드위치에 들어있어요.
This is my favorite toy.,이것은 내가 특히 좋아하는 장난감이에요.
My favorite is a red apple.,내가 특히 좋아하는 것은 빨간 사과에요.
A fight happened on our playground.,우리 놀이터에서 싸움이 생겼어요.
Kids sometimes fight at school.,아이들이 가끔 학교에서 싸워요.
I use a filter to clean water.,나는 물을 깨끗하게 거르기 위해 필터를 사용해요.
We use a filter to clean our water.,우리는 여과기를 사용하여 물을 깨끗하게 해요.
I fish in the river.,나는 강에서 낚시해요.
I see a small fish swimming in the pond.,연못에서 작은 물고기가 헤엄치고 있어요.
I floss my teeth every day.,나는 매일 치실로 이를 닦아요.
I floss my teeth every morning.,나는 아침마다 치실질을 해요.
Our focus is on fun learning every day.,우리의 초점은 매일 재미있는 학습에 있어요.
I focus on my homework.,나는 숙제에 초점을 맞추고 있어요.
I forecast a sunny day tomorrow.,나는 내일 맑은 날이 올 거라고 예보해요.
Mom checks the forecast to plan our picnic.,엄마가 소풍 계획을 위해 예보를 확인해요.
This game is free to play.	,이 게임은 무료로 놀 수 있어요.
You get free stickers with your book.,책과 함께 무료로 스티커를 받아요.
I saw a French flag.,나는 프랑스의 깃발을 봤어요.
I learn French at school.	I learn French at school.,저는 학교에서 프랑스어를 배워요.	저는 학교에서 프랑스어를 배워요.
The game is fun.,게임이 재미있어요.
This game is fun.,이 게임이 재미있어요.
I see green in my garden.,내 정원에 녹색이 있어요.
The green ball bounces on the soft grass.,녹색의 공이 부드러운 잔디 위에서 튀어요.
A grown-up man is helping to cross the street.,성인 남자가 길을 건너도록 도와주고 있어요.
A grown-up takes care of the baby.,어른이 아기를 돌봐요.
I help my friend at school.	I help my friend at school.,나는 학교에서 친구를 도와요.	나는 학교에서 친구를 도와요.
I need help when I fall down.,내가 넘어지면 도움이 필요해요.
We go for a hike in the sunny park.,우리는 햇살 가득한 공원에서 하이킹을 해요.
Our shop will hike the toy price today.,우리 가게가 오늘 장난감 가격을 인상해요.
A small rabbit hides in a hollow.,작은 토끼가 구멍 속에 숨고 있어요.
I found a hollow log in the park.,나는 공원에서 속이 텅 빈 통나무를 찾았어요.
I go home after school.,나는 학교 후에 집에 가요.
I run home after school.,나는 학교 후에 집으로 달려요.
The host greets his friends with a smile.,주인이 친구들을 환하게 맞이해요.
My mom will host a fun party.,우리 엄마가 재미있는 파티를 주최해요.
The artist inlays a pretty design on the box.,예술가가 상자에 예쁜 무늬를 새겨 넣어요.
The inlay in the table is shiny.,탁자에 있는 상감 장식 재료가 반짝이고 있어요.
I wear inline skates to play at the park.,나는 공원에서 인라인스케이트를 타고 놀아요.
I inline skate at the park.,나는 공원에서 인라인스케이트를 타요.
I have an interview for our class play.,저는 우리 반 연극 면접을 봐요.
The principal will interview the student tomorrow.,교장선생님이 내일 학생을 면접해요.
The junior studies hard at college.,대학 3학년생이 열심히 공부해요.
Lucy is a junior student at her college.,루씨는 대학에서 3학년생이에요.
I saw a Kenyan flag in our classroom.,우리 교실에서 케냐의 국기를 봤어요.
The Kenyan likes playing soccer.,케냐인이 축구하는 것을 좋아해요.
There are many kinds of toys in our room.	Enjoy playing with them.,우리 방에는 여러 종류의 장난감들이 있어요.	함께 가지고 놀아요.
My kind friend helps me.,친절한 친구가 나를 도와줘요.
Let's measure the length of the pencil.,연필의 길이를 같이 재요.
I use a rope of length eight feet.,나는 8피트 길이의 밧줄을 사용해요.
"Today, I have less candy than yesterday.",오늘은 어제보다 사탕이 덜해요.
I eat less candy than my friend.,나는 내 친구보다 캔디를 더 적게 먹어요.
A lie can make a friend cry.,거짓말은 친구를 울게 만들어요.
Do not lie to your friend.,친구에게 거짓말하지 마세요~요.
The light burns in a little campfire.,불이 작은 모닥불에서 타고 있어요.
My bag is light and fun to carry.,내 가방은 가볍고 들기 쉬워요.
I will light a candle.,내가 촛불에 불을 붙일게요.
I see a bright light in the dark.,어둠 속에서 밝은 빛을 봐요.
I see liquid paint in my bag.,내 가방에 액체 페인트가 있어요.
I drink a cold liquid from my cup.,나는 컵에서 차가운 음료를 마셔요.
My mom gives me a gentle massage.	,엄마가 부드러운 마사지를 해주고 있어요.
I massage my mom's shoulders after school.,학교 끝나고 엄마의 어깨를 마사지해요.
The cat gives a cute meow.,고양이가 귀여운 야옹을 내요.
The cat meows when it wants food.,고양이가 밥을 원할 때 야옹하고 울어요.
I don't mind sharing my toys.,나는 내 장난감을 공유하는 것을 꺼려하지 않아요.
I use my mind to solve puzzles.,나는 퍼즐을 풀 때 내 생각을 사용해요.
We visit the mine on a sunny day.,우리는 화창한 날 광산을 방문해요.
The workers mine rocks for minerals.,작업자들이 바위에서 광물을 캐고 있어요.
We saw a Mongolian horse in the field.,우리는 들판에서 몽골의 말을 봤어요.
The Mongolian boy rides his horse.,몽골인 소년이 말을 타고 있어요.
The moonlight lights the garden at night.,달빛이 밤에 정원을 비추고 있어요.
I see a moonlight lake in the park.,공원에 있는 달빛의 호수가 보여요.
Water is a need for all creatures.,물은 모든 생물에게 필요해요.
I need a friend.,나는 친구가 필요해요.
The north field is full of flowers.,북쪽의 들판은 꽃들로 가득해요.
The north is cold in winter.	,북쪽은 겨울에 추워요.
Please take note of the safety rules.,안전 규칙을 유의해 주세요.
Please note the answer on the board.,칠판의 답을 유의해요.
I offer my friend a candy.	Let's share it together.,나는 친구에게 사탕을 제공해요.	같이 나눠 먹자고 제안해요.
The shop has an offer for a discount.,가게에 특별 할인이 있어요.
Offline is fun because we can meet friends.,오프라인은 친구들을 만날 수 있어서 재밌어요.
We played an offline game at school.,우리는 학교에서 오프라인 게임을 했어요.
I visit the online to watch cartoons.,나는 만화를 보기 위해 온라인을 방문해요.
I watch online cartoons every morning.,저는 매일 아침에 온라인 만화를 봐요.
I have my own blue ball.,나는 나만의 파란 공이 있어요.
I own a red bike.,나는 빨간 자전거를 소유하고 있어요.
School ends at 3 p.m.	,학교가 오후 3시에 끝나요.
I eat lunch at 1 p.m.,나는 오후 1시에 점심을 먹어요.
I peel a banana for my snack.,나는 간식을 위해 바나나의 껍질을 벗겨요.
The banana peel is on the floor.,바나나 껍질이 바닥에 있어요.
I like pink because it is very pretty.,"저는 분홍색을 좋아해요, 아주 예뻐요."
I see a pink flower.,분홍색 꽃을 봐요.
Place your toy on the table.,장난감을 탁자 위에 놓아주세요.
This place is safe for everyone.,이 장소는 모두에게 안전해요.
I made a plan for our picnic.,나는 소풍을 위한 계획을 세웠어요.
I plan a picnic with my friends.,나는 친구들과 소풍을 계획해요.
My teacher gives praise when I try hard.	,내가 열심히 하면 선생님이 칭찬해요.	
I praise my mom every day.,나는 매일 엄마를 칭찬해요.
Please present your drawing to the teacher.,선생님께 그림을 제출해요.
I give a present to my friend.,나는 친구에게 선물을 줘요.
A professional chef cooks yummy food.,전문적인 요리사가 맛있는 음식을 요리해요.
Our coach is a professional.,우리 코치는 전문가예요.
The principal questioned the boy about the loud noise.,교장 선생님이 그 소년에게 시끄러운 소음에 대해 심문하셨어요.
I have a question.	Please answer it.,저는 질문이 있어요.	답해 주세요.
I watch the race with my friends.,친구들과 함께 경주를 봐요.
I race with my friends.,나는 친구들과 경주해요.
The rain falls softly from the sky.,비가 하늘에서 부드럽게 내려요.
It will rain today.,오늘 비가 와요.
Red is the color of roses.,빨강은 장미의 색이에요.
I see a red car.,나는 빨강의 차를 봐요.
I want to refund my broken toy.,내 부서진 장난감을 환불하고 싶어요.
I got a refund	at the store.,가게에서 환불을 받았어요.
My regret is not sharing my candy.,내 유감은 사탕을 나누지 않은 거예요.
I regret breaking my toy.,나는 장난감을 부숴서 유감스럽게 생각해요.
I relay the note to my friend.,나는 친구에게 쪽지를 전달해요.
We run in a relay during our game.,우리 게임 중에 계주를 해요.
The rescue saved a lost puppy.,구조가 길 잃은 강아지를 구했어요.
The firefighter will rescue the kitten in danger.,소방관이 위험에 있는 새끼 고양이를 구조할 거예요.
I show respect to my teacher.,저는 선생님에게 존경을 보여요.
I respect my teacher.,나는 선생님을 존경해요.
I get a reward when I share with friends.,친구와 나누면 보상을 받아요.
The teacher rewards Anna with a shiny star.,선생님이 안나에게 반짝이는 별로 보상해요.
I will sacrifice my toy to help a friend.,친구를 돕기 위해 내 장난감을 희생해요.
The brave hero made a sacrifice for his friend.,용감한 영웅이 친구를 위해 희생을 했어요.
Dad saws wood in our backyard.,아빠가 뒷마당에서 나무를 톱질해요.
I use a saw to cut wood.,나는 목재를 자르기 위해 톱을 사용해요.
I read a sci-fi book.,나는 공상 과학 소설 책을 읽었어요.
We watched a sci-fi movie today.,우리는 오늘 공상 과학 소설의 영화를 봤어요.
I got a high score in my game.,내 게임에서 높은 점수를 받았어요.
Tom scores a goal.,톰이 골을 넣어요.
Tom finished second in the race.,톰은 경주에서 2등 했어요.
