fill_in_blank_quiz,korean_translation,answer,hint_eng,hint_kor
My ___ classmates were very supportive.,나의 ___ 친구들은 매우 다정했어요.,fellow,Rearrange these letters!: L O F L E W,다음 글자들을 재배열 해보세요!: L O F L E W
"In many elephant herds, the ___ leads with care.","많은 코끼리 무리에서, [[암컷]]이(가) 섬세하게 이끕니다.",female,Rearrange these letters!: L E A F M E,다음 글자들을 재배열 해보세요!: L E A F M E
The zoo has a ___ elephant that leads the herd.,동물원에는 무리를 이끄는 ___ 코끼리가 있어요.,female,Rearrange these letters!: L A F E M E,다음 글자들을 재배열 해보세요!: L A F E M E
There are only ___ cookies left in the jar.,쿠키가 아주 [[소수]] 남았어요.,few,It has 3 letters!,3글자예요!
Only ___ students showed up for class.,수업에 참석한 학생들은 [[소수의]] 명뿐이었어요.,few,It has 3 letters!,3글자예요!
Engineers design devices so that each part's _______ is precisely controlled.,엔지니어들은 각 부품의 [[기능]]을 정확하게 제어해요.,function,Rearrange these letters!: C N F U T I O N,다음 글자들을 재배열 해보세요!: C N F U T I O N
Every machine will ______ when all components are working as intended.,"모든 부품이 예상대로 작동하면, 기계는 [[기능]]할 거예요.",function,Rearrange these letters!: O N I T U F C N,다음 글자들을 재배열 해보세요!: O N I T U F C N
She used ______ to fix the broken vase.,그녀는 깨진 꽃병을 고치기 위해 [[접착제]]를 사용했어요.,glue,Rearrange these letters!: L E G U,다음 글자들을 재배열 해보세요!: L E G U
"To fix the broken toy, she used ___ carefully.",부서진 장난감을 고치기 위해 그녀는 [[접착제]]를 신중하게 사용했어요.,glue,It has 4 letters!,4글자예요!
"During the museum tour, the expert ___ visitors through the exhibits.",박물관 투어에서 전문가는 관람객들을 [[안내]]했어요.,guide,Rearrange these letters!: D I G U E,다음 글자들을 재배열 해보세요!: D I G U E
"At the museum, the ___ led the group through the exhibits.","박물관에서, 그 [[안내인]]이 전시실을 안내했어요.",guide,Rearrange these letters!: D I G U E,다음 글자들을 재배열 해보세요!: D I G U E
Pollution often causes ___ to wildlife.,오염은 야생동물에게 ___를 끼칠 수 있어요.,harm,It has 4 letters!,4글자예요!
Improper handling of fire can ___ both people and property.,불을 부주의하게 다루면 사람들과 재산에 [[해하다]]할 수 있어요.,harm,Rearrange these letters!: M R H A,다음 글자들을 재배열 해보세요!: M R H A
Winning the award was a tremendous ___ for the artist.,그 예술가에게 수상의 [[명예]]는 매우 큰 의미였어요.,honor,Rearrange these letters!: O R H N O,다음 글자들을 재배열 해보세요!: O R H N O
The community ______ its heroes every year.,지역사회는 매년 영웅들을 [[존경]]해요.,honor,Rearrange these letters!: O R H N O,다음 글자들을 재배열 해보세요!: O R H N O
"After a long day, she always gives a warm ____ to her friend.","오랜 하루 후에, 그녀는 친구에게 따뜻한 [[껴안]]을 해줬어요.",hug,It has 3 letters!,3글자예요!
"After a long separation, they shared a ______ that warmed their hearts.","오랜 이별 후, 그들은 마음을 따뜻하게 해주는 [[포옹]]을 나눴어요.",hug,Rearrange these letters!: G U H,다음 글자들을 재배열 해보세요!: G U H
Her ______ for new experiences kept her moving forward.,그녀의 [[열망]]이 새로운 경험을 향한 원동력이었어요.,hunger,Rearrange these letters!: E G N U H R,다음 글자들을 재배열 해보세요!: E G N U H R
"Even though she was successful, she continued to ____ for new experiences.","성공했음에도 불구하고, 그녀는 새로운 경험을 ____했어요.",hunger,It has 6 letters!,6글자예요!
I ___ my leg when I fell off my bike.,"자전거에서 넘어졌을 때, 내 다리가 [[아프]]었어.",hurt,It starts with 'h'!,h로 시작하는 단어예요!
"After the accident, his leg felt ___.","사고 후, 그의 다리는 [[아픈]].",hurt,Rearrange these letters!: R T H U,다음 글자들을 재배열 해보세요!: R T H U
Social media can ______ public opinion.,소셜 미디어가 여론에 [[영향]]을 끼쳐요.,influence,Rearrange these letters!: N F E U C I L E N,다음 글자들을 재배열 해보세요!: N F E U C I L E N
Her innovative ideas continue to ______ modern society.,그녀의 혁신적인 아이디어는 현대 사회에 [[영향]]을 미쳐요.,influence,Rearrange these letters!: U E N I C L F N E,다음 글자들을 재배열 해보세요!: U E N I C L F N E
She prepared extensively for her ___.,그녀는 자신의 [[면접]]을 준비했어요.,interview,Rearrange these letters!: W I N T E R I E V,다음 글자들을 재배열 해보세요!: W I N T E R I E V
The recruiter will ___ the candidate tomorrow.,채용 담당자가 내일 지원자를 [[면접]]할 거예요.,interview,Rearrange these letters!: R W I E T I V N E,다음 글자들을 재배열 해보세요!: R W I E T I V N E
"Before making an unfair decision, always take the time to ___ each case carefully.","불공평한 결정을 내리기 전에, 각 사건을 신중하게 ___해야 해요.",judge,It has 5 letters!,5글자예요!
The ___ presided over the trial.,법정에서 [[재판관]]이 재판을 진행했어요.,judge,It starts with 'j'!,j로 시작하는 단어예요!
"During the university orientation, the ______ student was assigned a mentor.","대학 오리엔테이션 중, [[3학년생]] 학생은 멘토를 배정 받았어요.",junior,Rearrange these letters!: R I J U N O,다음 글자들을 재배열 해보세요!: R I J U N O
The ___ student received a prestigious internship offer.,그 [[대학 3학년생]] 학생은 명망 있는 인턴십 제안을 받았어요.,junior,It has 6 letters!,6글자예요!
"When visiting a friend’s house, you should ___ on the door before entering.","친구 집을 방문할 때, 들어가기 전에 문을 [[두드리]]어야 해요.",knock,Rearrange these letters!: C K N K O,다음 글자들을 재배열 해보세요!: C K N K O
I heard a ___ on the door before entering the house.,"집에 들어가기 전에, 문에서 갑작스런 [[노크]] 들렸어요.",knock,Rearrange these letters!: N K C K O,다음 글자들을 재배열 해보세요!: N K C K O
The town experienced a ___ of water during the drought.,그 도시는 가뭄 동안 물이 [[부족]]했어요.,lack,Rearrange these letters!: K C A L,다음 글자들을 재배열 해보세요!: K C A L
"In some countries, people ____ access to clean water.",일부 국가에서는 사람들이 깨끗한 물에 대해 [[부족]]해요.,lack,Rearrange these letters!: C A K L,다음 글자들을 재배열 해보세요!: C A K L
"After a long week, she planned to take a ______.","한 주가 끝난 후에, 그녀는 ______를 계획했어요.",leave,Rearrange these letters!: E A V E L,다음 글자들을 재배열 해보세요!: E A V E L
We need to ______ the building before the storm hits.,우리는 폭풍이 오기 전에 건물을 [[떠나]]야 해요.,leave,Rearrange these letters!: V E E L A,다음 글자들을 재배열 해보세요!: V E E L A
"Before driving, a ______ must be obtained.","운전을 시작하기 전에, [[허용]]이 필요해요.",license,It starts with 'l'!,l로 시작하는 단어예요!
The government may ___ the company to build a new plant.,정부는 회사가 새 공장을 건설하도록 [[허용]]해요.,license,It starts with 'l'!,l로 시작하는 단어예요!
There is a ___ on the number of items you can purchase.,구매할 수 있는 물건의 수에 [[제한]]이 있어요.,limit,It starts with 'l'!,l로 시작하는 단어예요!
"To protect our resources, we need to ___ the usage of non-renewable energy sources.","우리의 자원을 보호하기 위해, 비재생 에너지 사용을 [[제한]]해야 해요.",limit,It has 5 letters!,5글자예요!
Please remember to ______ the door before leaving.,출발하기 전에 문을 [[잠그]]세요.,lock,Rearrange these letters!: O C L K,다음 글자들을 재배열 해보세요!: O C L K
Don't forget to bring your ___ to secure your bicycle.,자전거를 탈 때는 [[자물쇠]]를 꼭 가져가세요.,lock,Rearrange these letters!: K C L O,다음 글자들을 재배열 해보세요!: K C L O
The professor asked her to choose a ______ that would define her academic journey.,교수님은 그녀의 학문적 여정을 정의할 [[전공]]을 선택하라고 하셨어요.,major,Rearrange these letters!: J A O R M,다음 글자들을 재배열 해보세요!: J A O R M
"At the university, she decided to ___ in biology.",그녀는 대학에서 [[전공]]하기로 결정했어요.,major,It has 5 letters!,5글자예요!
"In many species, the ___ is often more dominant than the female.","많은 종에서, [[수컷]]은 암컷보다 보통 더 우세해요.",male,It has 4 letters!,4글자예요!
The ___ lion roared loudly.,그 [[남성]] 사자가 크게 포효했어요.,male,It has 4 letters!,4글자예요!
"On the exam, the teacher left a ___ to signal the starting point.",시험지에 선생님은 시작점을 알려주기 위해 [[기호]]를 남기셨어요.,mark,It starts with 'm'!,m로 시작하는 단어예요!
"Before the meeting begins, please ___ the important notice on the board.","회의가 시작되기 전에, 칠판에 [[표시]]된 공지사항을 확인하세요.",mark,Rearrange these letters!: R A K M,다음 글자들을 재배열 해보세요!: R A K M
I looked at myself in the ___ before heading out.,밖에 나가기 전에 나는 내 모습을 보기 위해 ___을 봤어요.,mirror,Rearrange these letters!: R M R O I R,다음 글자들을 재배열 해보세요!: R M R O I R
The calm lake ___ the mountains.,잔잔한 호수가 산을 [[비추]]었어요.,mirror,Rearrange these letters!: R O M R I R,다음 글자들을 재배열 해보세요!: R O M R I R
The company decided to ___ a discount for loyal customers.,회사는 충성 고객들에게 할인 [[제공]]하기로 결정했어요.,offer,Rearrange these letters!: F E R F O,다음 글자들을 재배열 해보세요!: F E R F O
The store's special ______ attracted many bargain hunters.,가게의 특별한 [[할인]]이 많은 소비자들을 끌어들였어요.,offer,Rearrange these letters!: F O F R E,다음 글자들을 재배열 해보세요!: F O F R E
Please ______ the files on your desk before leaving.,떠나기 전에 책상 위의 파일들을 [[정리]]해요.,order,Rearrange these letters!: D O R R E,다음 글자들을 재배열 해보세요!: D O R R E
The customer placed an ___ at the restaurant.,손님이 식당에서 [[주문]]했어요.,order,Rearrange these letters!: R D O R E,다음 글자들을 재배열 해보세요!: R D O R E
The captain issued an ___ before the battle.,대위는 전투 전에 [[명령]] 내렸어요.,order,It starts with 'o'!,o로 시작하는 단어예요!
The professor explained that every element must be arranged in the correct ____ during the lecture.,교수님은 수업 시간에 각 요소가 올바른 [[순서]]로 배열되어야 한다고 말씀하셨어요.,order,Rearrange these letters!: R O E D R,다음 글자들을 재배열 해보세요!: R O E D R
She decided to ___ her favorite meal.,그녀는 좋아하는 음식을 [[주문]]했어요.,order,Rearrange these letters!: R D O R E,다음 글자들을 재배열 해보세요!: R D O R E
"During the crisis, the captain ___ed his crew to remain calm.","위기 상황에서, 대장은 팀에게 즉시 [[명령]]했어요.",order,Rearrange these letters!: R D O R E,다음 글자들을 재배열 해보세요!: R D O R E
Her assessment of the project was ______ positive.,그녀의 프로젝트 평가는 [[종합적인]] 긍정적이었어요.,overall,Rearrange these letters!: L L O V R A E,다음 글자들을 재배열 해보세요!: L L O V R A E
"___, the project was a success.",프로젝트는 [[종합적으로]] 성공적이었어요.,overall,Rearrange these letters!: L L A R E V O,다음 글자들을 재배열 해보세요!: L L A R E V O
